CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
867,ACT4,SEC175,2,2
868,ACT4,SEC381,1,1
869,ACT1,SEC335,1,1
870,ACT2,SEC330,1,1
870,ACT4,SEC289,2,2
870,ACT4,SEC171,3,3
871,ACT3,SEC287,1,1
872,ACT1,SEC263,1,1
873,ACT4,SEC288,1,1
873,ACT1,SEC236,2,2
873,ACT4,SEC225,3,3
874,ACT5,SEC18,1,1
875,ACT5,SEC301,1,1
876,ACT1,SEC47,1,1
876,ACT1,SEC196,2,2
876,ACT4,SEC497,3,3
877,ACT5,SEC143,1,1
878,ACT3,SEC216,1,1
878,ACT5,SEC28,2,2
879,ACT4,SEC301,1,1
880,ACT3,SEC344,1,1
881,ACT4,SEC16,1,1
882,ACT2,SEC257,1,1
882,ACT1,SEC120,2,2
883,ACT4,SEC11,1,1
883,ACT5,SEC230,2,2
883,ACT5,SEC433,3,3
884,ACT4,SEC124,1,1
885,ACT3,SEC93,1,1
886,ACT2,SEC7,1,1
887,ACT1,SEC302,1,1
887,ACT5,SEC312,2,2
887,ACT2,SEC465,3,3
888,ACT1,SEC331,1,1
888,ACT1,SEC251,2,2
888,ACT5,SEC393,3,3
889,ACT4,SEC328,1,1
889,ACT1,SEC379,2,2
890,ACT5,SEC272,1,1
890,ACT1,SEC13,2,2
891,ACT2,SEC339,1,1
891,ACT3,SEC112,2,2
892,ACT5,SEC222,1,1
893,ACT3,SEC494,1,1
894,ACT1,SEC453,1,1
894,ACT1,SEC220,2,2
895,ACT5,SEC332,1,1
896,ACT5,SEC107,1,1
896,ACT2,SEC436,2,2
897,ACT4,SEC413,1,1
898,ACT5,SEC456,1,1
899,ACT5,SEC372,1,1
900,ACT4,SEC363,1,1
900,ACT4,SEC439,2,2
901,ACT4,SEC252,1,1
901,ACT5,SEC286,2,2
901,ACT1,SEC326,3,3
902,ACT1,SEC422,1,1
902,ACT5,SEC343,2,2
903,ACT4,SEC450,1,1
903,ACT2,SEC383,2,2
904,ACT3,SEC15,1,1
904,ACT4,SEC280,2,2
905,ACT2,SEC272,1,1
906,ACT5,SEC306,1,1
906,ACT2,SEC298,2,2
906,ACT1,SEC488,3,3
907,ACT5,SEC431,1,1
908,ACT3,SEC221,1,1
908,ACT2,SEC316,2,2
908,ACT3,SEC54,3,3
909,ACT2,SEC264,1,1
909,ACT3,SEC79,2,2
909,ACT5,SEC195,3,3
910,ACT5,SEC175,1,1
911,ACT4,SEC247,1,1
911,ACT2,SEC160,2,2
911,ACT2,SEC272,3,3
912,ACT2,SEC124,1,1
912,ACT1,SEC324,2,2
912,ACT5,SEC188,3,3
913,ACT5,SEC17,1,1
914,ACT1,SEC181,1,1
914,ACT3,SEC181,2,2
914,ACT5,SEC236,3,3
915,ACT1,SEC331,1,1
916,ACT5,SEC66,1,1
916,ACT2,SEC98,2,2
916,ACT1,SEC370,3,3
917,ACT2,SEC54,1,1
918,ACT5,SEC333,1,1
919,ACT3,SEC363,1,1
920,ACT1,SEC145,1,1
920,ACT3,SEC1,2,2
920,ACT2,SEC215,3,3
921,ACT3,SEC332,1,1
922,ACT5,SEC133,1,1
922,ACT1,SEC388,2,2
922,ACT1,SEC500,3,3
923,ACT2,SEC313,1,1
923,ACT2,SEC483,2,2
924,ACT1,SEC373,1,1
924,ACT2,SEC117,2,2
924,ACT4,SEC116,3,3
925,ACT5,SEC138,1,1
926,ACT4,SEC69,1,1
926,ACT1,SEC404,2,2
926,ACT4,SEC228,3,3
927,ACT5,SEC33,1,1
927,ACT5,SEC247,2,2
927,ACT2,SEC253,3,3
928,ACT2,SEC316,1,1
928,ACT4,SEC484,2,2
929,ACT5,SEC161,1,1
929,ACT3,SEC252,2,2
930,ACT5,SEC477,1,1
930,ACT2,SEC481,2,2
930,ACT1,SEC184,3,3
931,ACT1,SEC338,1,1
931,ACT3,SEC215,2,2
931,ACT1,SEC139,3,3
932,ACT3,SEC469,1,1
933,ACT1,SEC38,1,1
933,ACT1,SEC459,2,2
933,ACT1,SEC45,3,3
934,ACT3,SEC447,1,1
934,ACT2,SEC394,2,2
934,ACT3,SEC448,3,3
935,ACT2,SEC248,1,1
935,ACT4,SEC228,2,2
936,ACT5,SEC341,1,1
936,ACT4,SEC31,2,2
936,ACT5,SEC112,3,3
937,ACT1,SEC381,1,1
938,ACT5,SEC452,1,1
939,ACT3,SEC188,1,1
939,ACT3,SEC171,2,2
940,ACT3,SEC41,1,1
940,ACT3,SEC259,2,2
940,ACT4,SEC279,3,3
941,ACT4,SEC272,1,1
942,ACT2,SEC239,1,1
942,ACT5,SEC94,2,2
943,ACT2,SEC107,1,1
943,ACT3,SEC139,2,2
944,ACT4,SEC213,1,1
944,ACT3,SEC378,2,2
944,ACT2,SEC146,3,3
945,ACT5,SEC107,1,1
945,ACT2,SEC273,2,2
945,ACT3,SEC185,3,3
946,ACT5,SEC118,1,1
946,ACT3,SEC232,2,2
946,ACT5,SEC455,3,3
947,ACT2,SEC475,1,1
947,ACT2,SEC112,2,2
947,ACT4,SEC367,3,3
948,ACT5,SEC278,1,1
949,ACT3,SEC216,1,1
949,ACT2,SEC435,2,2
950,ACT3,SEC480,1,1
950,ACT3,SEC35,2,2
950,ACT5,SEC258,3,3
951,ACT1,SEC491,1,1
951,ACT4,SEC111,2,2
951,ACT4,SEC301,3,3
952,ACT1,SEC373,1,1
952,ACT4,SEC256,2,2
953,ACT1,SEC359,1,1
954,ACT1,SEC368,1,1
954,ACT1,SEC8,2,2
955,ACT4,SEC202,1,1
956,ACT5,SEC73,1,1
956,ACT3,SEC413,2,2
957,ACT3,SEC16,1,1
957,ACT3,SEC245,2,2
958,ACT1,SEC191,1,1
959,ACT2,SEC295,1,1
960,ACT3,SEC317,1,1
960,ACT5,SEC178,2,2
961,ACT1,SEC205,1,1
961,ACT5,SEC42,2,2
961,ACT5,SEC403,3,3
962,ACT3,SEC435,1,1
962,ACT3,SEC308,2,2
962,ACT3,SEC238,3,3
963,ACT4,SEC14,1,1
964,ACT4,SEC237,1,1
964,ACT2,SEC496,2,2
965,ACT5,SEC93,1,1
966,ACT5,SEC15,1,1
966,ACT4,SEC495,2,2
967,ACT3,SEC397,1,1
968,ACT3,SEC111,1,1
969,ACT2,SEC46,1,1
970,ACT1,SEC409,1,1
970,ACT3,SEC443,2,2
971,ACT2,SEC388,1,1
971,ACT4,SEC48,2,2
972,ACT3,SEC126,1,1
972,ACT2,SEC117,2,2
973,ACT5,SEC381,1,1
973,ACT2,SEC482,2,2
973,ACT2,SEC154,3,3
974,ACT2,SEC413,1,1
975,ACT5,SEC174,1,1
975,ACT2,SEC69,2,2
975,ACT3,SEC155,3,3
976,ACT4,SEC145,1,1
976,ACT5,SEC119,2,2
976,ACT5,SEC174,3,3
977,ACT3,SEC213,1,1
977,ACT3,SEC80,2,2
977,ACT2,SEC457,3,3
978,ACT1,SEC318,1,1
979,ACT2,SEC412,1,1
979,ACT3,SEC298,2,2
980,ACT5,SEC426,1,1
980,ACT4,SEC102,2,2
981,ACT4,SEC25,1,1
981,ACT1,SEC155,2,2
981,ACT5,SEC431,3,3
982,ACT2,SEC364,1,1
982,ACT2,SEC235,2,2
983,ACT5,SEC311,1,1
983,ACT1,SEC25,2,2
983,ACT1,SEC358,3,3
984,ACT3,SEC210,1,1
984,ACT1,SEC464,2,2
985,ACT4,SEC19,1,1
986,ACT1,SEC491,1,1
986,ACT1,SEC10,2,2
987,ACT3,SEC51,1,1
988,ACT5,SEC308,1,1
988,ACT4,SEC334,2,2
988,ACT1,SEC438,3,3
989,ACT4,SEC65,1,1
989,ACT5,SEC475,2,2
990,ACT4,SEC489,1,1
990,ACT3,SEC248,2,2
990,ACT1,SEC2,3,3
991,ACT3,SEC458,1,1
991,ACT4,SEC477,2,2
991,ACT3,SEC472,3,3
992,ACT5,SEC25,1,1
992,ACT2,SEC456,2,2
992,ACT2,SEC230,3,3
993,ACT4,SEC164,1,1
994,ACT3,SEC325,1,1
994,ACT5,SEC497,2,2
994,ACT3,SEC133,3,3
995,ACT3,SEC311,1,1
995,ACT5,SEC297,2,2
996,ACT3,SEC376,1,1
996,ACT3,SEC178,2,2
996,ACT3,SEC58,3,3
997,ACT3,SEC341,1,1
997,ACT5,SEC3,2,2
997,ACT1,SEC86,3,3
998,ACT5,SEC325,1,1
998,ACT2,SEC450,2,2
998,ACT5,SEC264,3,3
999,ACT2,SEC385,1,1
999,ACT4,SEC186,2,2
1000,ACT3,SEC317,1,1
