CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,Village,Taluk
497,CR/1988/5839,CS/1993/5392,2024-02-19,5,24,1,1,8,60,4,10,2024-02-18 05:20:28,2024-02-18 07:20:28,2024-02-19 21:20:28,15.137779035866021,76.91707530056546,"Ab unde praesentium. Sint voluptates quas maiores voluptatibus veritatis temporibus.
Natus commodi ducimus dolorum excepturi. Harum quasi ex dolorem rerum sunt consequuntur. Nam officiis culpa porro.",Halebidu,Kunigal
498,CR/2002/4942,CS/1999/2049,2024-05-10,29,16,1,3,14,29,6,10,2024-05-09 08:40:05,2024-05-09 13:40:05,2024-05-10 12:40:05,15.360830442664506,75.1257119156686,"Blanditiis inventore exercitationem corporis rerum. Voluptatibus nobis natus. Nisi laudantium deserunt officia eum blanditiis praesentium culpa.
Error in exercitationem quisquam illo placeat.",Bidadi,Nagamangala
499,CR/1997/6059,CS/2009/7326,2025-12-06,32,12,1,3,2,27,5,7,2025-12-04 16:04:52,2025-12-04 18:04:52,2025-12-06 07:04:52,12.2925457,76.6530705,Assumenda expedita officiis vero soluta voluptatum. Eveniet veritatis esse tenetur magni ex omnis. Consequatur reiciendis veniam pariatur earum rerum animi.,Manvi,Madhugiri
500,CR/1999/3527,CS/2003/7834,2025-05-11,9,22,3,3,8,40,5,1,2025-05-10 12:15:23,2025-05-10 15:15:23,2025-05-11 14:15:23,13.9337207,75.5677555,"Enim culpa nisi distinctio quae quas nisi. Praesentium nihil iure sint voluptates rem hic.
Facilis ad amet assumenda. Omnis magni vel fuga voluptatibus eveniet autem.",Bidadi,Hukkeri
501,CR/2005/9355,CS/1996/6548,2025-10-02,6,2,1,1,8,6,2,4,2025-09-30 18:23:17,2025-09-30 21:23:17,2025-10-02 05:23:17,12.9745113,77.6069506,"Eaque at explicabo perferendis. Sunt quas quidem similique non sequi dolores itaque. Odit accusamus quaerat.
Excepturi incidunt officia impedit suscipit vitae nobis. Quos facilis nihil illo.",Kushtagi,Mysuru
502,CR/2013/8671,CS/2021/8923,2025-12-07,39,24,2,3,1,37,1,10,2025-12-07 07:19:54,2025-12-07 12:19:54,2025-12-07 08:19:54,15.138384963807061,76.91797197560268,Molestiae harum totam cumque facilis non. Maxime harum in non aliquam.,Ilkal,Nagamangala
503,CR/1999/3542,CS/2009/8403,2024-06-07,6,13,1,2,1,73,4,8,2024-06-07 00:33:09,2024-06-07 03:33:09,2024-06-07 11:33:09,12.313728120068287,76.65068540950568,Aliquam sunt libero quam ipsa. Id porro tempore suscipit. Ea quam maiores assumenda cum nisi quia.,Srirangapatna,Gokak
504,CR/2024/5980,CS/1982/4173,2026-01-01,26,4,3,2,15,36,2,3,2025-12-31 12:28:16,2025-12-31 16:28:16,2026-01-01 10:28:16,12.974265055725214,77.75117892892494,"Ipsa magnam quaerat ipsam quisquam dolorum saepe voluptatum. Sint inventore officiis.
Illum reiciendis maxime commodi sequi id unde. Expedita repellat unde culpa.",Kushtagi,Shikaripura
505,CR/1997/5660,CS/2012/4744,2024-07-17,10,15,1,2,7,9,4,7,2024-07-17 02:41:02,2024-07-17 06:41:02,2024-07-17 13:41:02,15.8522213,74.5031888,Fugiat vel architecto facilis. Explicabo sapiente fugiat accusamus aliquid cupiditate.,Honnavar,Moodabidri
506,CR/1999/9693,CS/1996/2707,2023-08-05,17,12,2,1,14,40,3,3,2023-08-03 19:57:38,2023-08-03 20:57:38,2023-08-05 08:57:38,12.287067,76.6521673,Voluptates ipsa amet enim provident unde asperiores. Animi doloribus vitae quisquam esse. Architecto totam voluptatibus voluptatibus molestiae quibusdam.,Manvi,Koratagere
507,CR/1971/2948,CS/1979/9395,2023-12-13,22,25,1,3,6,42,2,4,2023-12-12 06:06:56,2023-12-12 11:06:56,2023-12-13 19:06:56,17.9088159,77.5204068,Provident optio eaque ipsa sint aliquid eligendi. Molestias quam labore ipsum necessitatibus quod dolor. Id vel atque at facilis dolore aspernatur.,Ilkal,Anekal
508,CR/1993/4435,CS/2003/4689,2025-08-22,50,17,3,3,3,16,3,8,2025-08-21 03:19:44,2025-08-21 05:19:44,2025-08-22 23:19:44,15.4517285,75.0147117,In recusandae quibusdam ab vitae harum. Est dolor cupiditate. At eius sapiente nemo beatae sint facilis.,Yelandur,Udupi
509,CR/2010/9456,CS/1987/2560,2024-03-18,26,24,2,1,8,40,6,5,2024-03-18 01:17:44,2024-03-18 05:17:44,2024-03-18 22:17:44,15.135208284982774,76.92570991248964,Nobis dolorum architecto vero totam similique nisi. Maxime nostrum neque. Consequuntur sequi sapiente.,Sedam,KR Nagar
510,CR/1975/2511,CS/2019/3524,2024-10-09,6,20,2,3,7,61,4,9,2024-10-08 10:49:18,2024-10-08 12:49:18,2024-10-09 14:49:18,13.337844107061935,74.73872295151419,Eveniet perspiciatis deleniti nesciunt id est sint. Necessitatibus reiciendis mollitia fugiat fugiat perspiciatis.,Hanur,Pandavapura
511,CR/1993/5333,CS/1979/6782,2024-02-23,40,12,3,1,6,29,3,2,2024-02-23 12:12:15,2024-02-23 15:12:15,2024-02-23 21:12:15,12.2855352,76.6468637,"Culpa quae quia voluptatum consequatur fugiat sed. Neque pariatur eos exercitationem eum nulla. Perspiciatis perspiciatis illo necessitatibus.
Tempora officiis dignissimos delectus delectus dicta.",Kollegal,Soraba
512,CR/1975/5507,CS/2019/8355,2023-08-18,35,19,3,1,14,70,5,10,2023-08-17 08:05:53,2023-08-17 13:05:53,2023-08-18 19:05:53,12.8636644,74.8466198,"Dignissimos nihil at similique eos.
Perferendis tempore placeat. Iure debitis vitae possimus. Magnam neque voluptatibus eum molestias.
Alias deleniti atque delectus alias error. Aliquid nemo optio.",Mudbidri,Karkala
513,CR/1973/1335,CS/1986/8912,2025-05-29,22,25,3,3,15,49,3,3,2025-05-27 13:04:09,2025-05-27 17:04:09,2025-05-29 11:04:09,17.9142191,77.5214172,Soluta laborum dolor corporis quidem amet nam iusto.,Shahabad,Brahmavar
514,CR/2018/6650,CS/1979/6503,2025-12-25,39,25,3,2,3,51,2,5,2025-12-24 03:38:56,2025-12-24 06:38:56,2025-12-25 12:38:56,17.907761,77.5178329,"Aliquid est porro dignissimos velit voluptatibus provident. Quis accusantium nam rerum dolore minus.
Sapiente temporibus recusandae magnam voluptates iste. Est quis blanditiis ad nulla.",Gangavathi,Doddaballapura
515,CR/1992/6898,CS/1980/6291,2026-05-25,41,7,2,3,9,51,3,2,2026-05-25 01:13:02,2026-05-25 03:13:02,2026-05-25 16:13:02,12.9241899,77.5837217,"Nulla sapiente quia quo. Atque incidunt minima impedit soluta facere aut.
Dicta saepe natus soluta vitae commodi porro qui. Aliquam cum aliquid sint dolore quae.",Harohalli,Sira
516,CR/1972/8055,CS/1971/5824,2026-03-14,37,20,2,3,7,59,4,9,2026-03-13 02:06:04,2026-03-13 04:06:04,2026-03-14 01:06:04,13.344092624744334,74.74496604838332,"Quidem sequi veniam eius. Harum dolor nihil numquam corrupti perspiciatis.
Dicta quos non veniam. Officia modi ipsum et.",Manvi,Moodabidri
517,CR/1999/9032,CS/2008/8583,2026-04-27,46,11,1,3,8,68,3,10,2026-04-26 07:42:24,2026-04-26 08:42:24,2026-04-27 12:42:24,12.978243127166971,77.59436382778624,"Fugit architecto deleniti voluptas minus. At architecto sit dolores eligendi officiis ullam.
Quasi amet explicabo aspernatur corrupti. Saepe optio id.
Laborum consequuntur ab.",Haliyal,Soraba
518,CR/2019/1904,CS/1970/5767,2024-04-29,50,21,3,2,4,60,3,7,2024-04-29 01:12:21,2024-04-29 06:12:21,2024-04-29 03:12:21,13.3332746,77.1192427,Voluptas ad id architecto blanditiis tempore quisquam. Quisquam minima eligendi in animi officiis sequi. Perferendis saepe repellat quam alias.,Hungund,Maddur
519,CR/1991/7973,CS/2006/4282,2026-05-18,24,20,1,2,4,14,1,8,2026-05-17 05:01:40,2026-05-17 08:01:40,2026-05-18 05:01:40,13.343468399254352,74.74400735810381,Odit recusandae explicabo optio. Quas error eos ipsam corrupti repellendus repellendus. Nobis eveniet sequi quae voluptas eius.,Yelwala,Udupi
520,CR/2008/2155,CS/1972/5143,2025-05-30,20,16,3,2,10,55,5,10,2025-05-29 09:10:00,2025-05-29 13:10:00,2025-05-30 02:10:00,15.362244623275567,75.12208159841336,"Ullam et ad id unde ducimus. Molestias odio rem atque temporibus.
Officiis totam ullam. Dolores exercitationem eligendi at. At aliquam molestiae minus dignissimos expedita.",Gangavathi,Mysuru
521,CR/2004/9720,CS/2015/6136,2024-07-13,36,13,3,2,4,46,6,3,2024-07-12 10:11:02,2024-07-12 12:11:02,2024-07-13 08:11:02,12.31829414773442,76.65108991902743,"In iusto cum similique cupiditate ut. Saepe eius assumenda nobis optio labore.
Est placeat ratione sequi incidunt ducimus impedit itaque.",Kudupu,Kundapura
522,CR/2002/7229,CS/2005/4029,2026-01-22,16,26,3,3,10,48,4,7,2026-01-21 17:32:24,2026-01-21 22:32:24,2026-01-22 10:32:24,17.327447511936306,76.83586095247347,"Odio maxime dolore minima officia autem. Cupiditate molestiae cumque sed at dicta maiores.
Impedit repudiandae expedita iusto itaque blanditiis nobis eum. A fugiat amet voluptas.",Bidadi,Nagamangala
523,CR/1998/2632,CS/2006/7547,2023-08-08,11,8,1,1,2,34,1,6,2023-08-07 20:01:36,2023-08-07 22:01:36,2023-08-08 18:01:36,13.03038516483177,77.54139421137953,Aliquam quisquam quas atque neque in animi. Repudiandae explicabo nisi error exercitationem aut adipisci.,Hungund,Karkala
524,CR/1983/8906,CS/1976/5793,2024-12-27,1,13,1,3,5,23,1,1,2024-12-26 13:54:59,2024-12-26 18:54:59,2024-12-27 20:54:59,12.31891894813244,76.65020595851085,"Nam odio nesciunt ullam distinctio atque consequuntur. Et aliquam qui quia fugit.
Reprehenderit voluptates vitae ullam. Labore repudiandae quam quod dolore officiis quibusdam.",Srirangapatna,Mysuru
525,CR/2010/2995,CS/1973/2536,2024-09-15,47,20,2,2,5,24,1,3,2024-09-14 11:01:36,2024-09-14 13:01:36,2024-09-15 09:01:36,13.342985012918884,74.74602860335996,"Esse necessitatibus nemo nisi sint. Voluptatibus quibusdam ullam mollitia.
Ducimus asperiores libero molestias commodi delectus. Fugiat pariatur nisi excepturi dolorem.",Kushalnagar,Madhugiri
526,CR/2005/2001,CS/2022/7109,2025-05-01,23,8,1,1,14,25,2,5,2025-04-30 10:22:02,2025-04-30 13:22:02,2025-05-01 17:22:02,13.02404309258546,77.54298485068017,"Cupiditate itaque quisquam vel facilis odit numquam. Dolorem sequi modi. Cupiditate voluptate itaque laudantium labore.
Voluptas qui harum error enim ad impedit illo. Dignissimos labore vitae rem.",Afzalpur,Brahmavar
527,CR/2015/2730,CS/1975/3215,2026-01-13,36,16,3,1,3,43,3,5,2026-01-11 12:29:34,2026-01-11 13:29:34,2026-01-13 08:29:34,15.36276650294141,75.12015733424016,"Alias repellat repellendus nihil officia ab dignissimos. Necessitatibus molestiae odit sed tempora ut debitis ullam.
Pariatur tempore odio excepturi incidunt reprehenderit blanditiis.",Hungund,Moodabidri
528,CR/2007/3923,CS/1985/5276,2024-05-22,15,19,2,1,5,65,4,5,2024-05-22 13:16:53,2024-05-22 15:16:53,2024-05-22 23:16:53,12.8632966,74.8397431,"A eum sequi quo corrupti debitis nihil. Molestias nulla sit nisi quasi iste.
Et rerum doloribus magni explicabo dignissimos corrupti. Porro numquam ratione doloribus earum.",Ankola,Nanjangud
529,CR/1978/4310,CS/2008/7295,2023-11-23,42,8,1,3,3,14,6,8,2023-11-21 19:17:57,2023-11-21 21:17:57,2023-11-23 11:17:57,13.026931560192173,77.53636924837214,Fugit quia dolorem incidunt nostrum sunt. Fugiat quibusdam corporis impedit praesentium officiis.,Haliyal,Pavagada
530,CR/2009/8541,CS/1980/9126,2024-07-14,13,9,1,3,14,72,2,4,2024-07-14 05:19:08,2024-07-14 10:19:08,2024-07-14 22:19:08,12.9267126,77.5451489,Modi cum porro hic suscipit. Nisi omnis cum vitae magni. Fugiat sunt asperiores quis hic.,Sindhanur,Tumakuru
531,CR/1981/8506,CS/2016/2483,2024-06-28,11,8,2,1,1,47,6,3,2024-06-27 01:13:18,2024-06-27 05:13:18,2024-06-28 15:13:18,13.030918081178717,77.53587022755364,Veniam quia natus enim iusto. Accusantium perferendis atque libero repellendus est itaque.,Yelwala,Sira
532,CR/1993/9939,CS/1975/9811,2026-06-09,38,9,3,1,3,61,5,9,2026-06-09 06:57:27,2026-06-09 10:57:27,2026-06-09 16:57:27,12.9229198,77.5469669,"Sint esse minus nulla veniam aliquam. Fugit nulla aliquid.
Qui necessitatibus accusamus aperiam repellendus quasi. Placeat asperiores consequatur quis ipsa nostrum.",Hanur,Shikaripura
533,CR/2021/6296,CS/2019/8713,2023-07-17,25,15,3,2,2,51,1,1,2023-07-16 04:55:37,2023-07-16 05:55:37,2023-07-17 10:55:37,15.8575158,74.4989597,"Atque quas dolorem labore molestias ullam velit. Adipisci quos amet.
Aperiam similique odit nostrum ipsam commodi dignissimos. Autem eveniet corrupti nemo aut.",Yelwala,Raibag
534,CR/2021/8414,CS/1999/6662,2025-06-17,11,19,2,1,10,2,4,7,2025-06-17 13:38:42,2025-06-17 14:38:42,2025-06-17 17:38:42,12.8605747,74.8457608,"Saepe error eaque labore. Libero repellat molestiae nam explicabo.
Beatae officiis commodi laborum eos odit. Quia fuga repellat sed perferendis voluptatem blanditiis.",Mudhol,Nagamangala
535,CR/1979/4661,CS/2008/5322,2023-09-22,37,11,1,1,5,8,5,4,2023-09-20 12:31:05,2023-09-20 13:31:05,2023-09-22 10:31:05,12.976358200512049,77.59203315835207,Sit aliquid voluptatem consequatur adipisci corporis. Sit modi eligendi accusamus perferendis.,Belur,Maddur
536,CR/2017/9410,CS/1988/7283,2024-09-21,5,8,1,1,8,35,4,5,2024-09-20 08:27:44,2024-09-20 09:27:44,2024-09-21 02:27:44,13.031286173976124,77.53815202561617,Eveniet unde earum quibusdam nostrum. Illo aliquid tenetur earum. Quas quisquam ullam nisi sint quidem est.,Bidadi,Malavalli
537,CR/2003/9581,CS/2021/2096,2024-10-12,32,17,1,2,5,23,3,8,2024-10-12 00:18:04,2024-10-12 04:18:04,2024-10-12 01:18:04,15.4459106,75.0128872,"Magni voluptates cum dolorem esse deleniti laborum. Vitae dolorem voluptate ipsum quas necessitatibus eligendi. Iure totam exercitationem voluptate natus ex quisquam.
Suscipit quo sit veritatis.",Halebidu,Hunsur
538,CR/1997/7005,CS/2003/8794,2025-12-10,10,11,1,3,14,23,6,2,2025-12-10 00:28:36,2025-12-10 03:28:36,2025-12-10 15:28:36,12.983938909708012,77.58822549518752,Hic minima porro. Aliquam voluptate minima eaque ut. Tempora sit dignissimos voluptatem nihil amet quasi.,Ankola,Bailhongal
539,CR/1975/6822,CS/1987/9818,2026-07-05,16,13,1,3,9,46,3,3,2026-07-03 23:58:36,2026-07-04 02:58:36,2026-07-05 17:58:36,12.317761161302371,76.65672073418537,"Soluta iure error nesciunt a. Iure eius maiores porro.
Magni tempore non incidunt.
Illum in saepe explicabo officiis tempore. Ad quos hic at.",Kengeri,Maddur
540,CR/1995/2673,CS/2000/1318,2026-01-04,44,6,2,1,7,65,2,7,2026-01-03 04:58:01,2026-01-03 06:58:01,2026-01-04 10:58:01,13.0390812,77.5990266,Incidunt pariatur adipisci debitis aperiam ullam. Rem modi labore iusto aliquam. Qui cum voluptatum nobis perspiciatis voluptatibus libero. Porro vel deserunt molestiae laborum omnis sit.,Sindhanur,Anekal
541,CR/2007/6956,CS/2022/2109,2023-10-23,32,25,2,3,11,23,5,8,2023-10-21 18:28:38,2023-10-21 23:28:38,2023-10-23 18:28:38,17.9082286,77.5175387,Ipsum consequuntur aliquid aut quaerat dolorum minus enim. Fugiat aliquam sunt eos repudiandae laboriosam quasi. Corrupti consequatur enim id facilis.,Manvi,Tumakuru
542,CR/1992/9430,CS/1980/8283,2025-09-22,14,9,1,3,13,67,6,4,2025-09-20 09:07:19,2025-09-20 11:07:19,2025-09-22 01:07:19,12.9212648,77.5432002,Unde impedit iure consequatur iure temporibus ut. Iure consectetur eveniet corrupti. Sunt esse repellendus.,Virajpet,Koratagere
543,CR/2002/1382,CS/2006/6032,2024-01-11,48,25,1,1,13,64,3,8,2024-01-09 23:40:21,2024-01-10 01:40:21,2024-01-11 03:40:21,17.9104379,77.5153797,Laboriosam optio eligendi ea labore. Soluta quis rerum voluptatum assumenda accusantium. Vitae eum perspiciatis commodi.,Ankola,Devanahalli
544,CR/1991/9867,CS/1991/1833,2023-12-28,2,23,2,2,2,59,5,8,2023-12-27 08:49:21,2023-12-27 12:49:21,2023-12-28 19:49:21,16.20971330022237,77.3444354852787,Quibusdam sunt eum velit. Molestiae rerum explicabo sed voluptas possimus.,Srirangapatna,Mysuru
545,CR/2007/6630,CS/1984/4434,2023-09-06,27,24,1,2,1,57,5,2,2023-09-05 06:22:02,2023-09-05 07:22:02,2023-09-06 19:22:02,15.136048446640629,76.9174129237149,Nobis ullam voluptatum sint. Placeat ipsam iure amet incidunt dicta. Explicabo unde quas ab laboriosam fugiat.,Ankola,Sullia
546,CR/2002/4903,CS/1974/6270,2025-11-12,19,18,3,3,14,21,5,4,2025-11-11 13:17:45,2025-11-11 14:17:45,2025-11-12 00:17:45,12.8738953,74.8475644,"Veritatis corporis saepe repudiandae assumenda.
Sit odit laudantium excepturi autem voluptatum. Molestias dicta nulla saepe.",Kengeri,Hosanagara
547,CR/1983/3072,CS/2025/3116,2023-07-10,9,14,1,1,6,50,3,9,2023-07-09 02:36:50,2023-07-09 04:36:50,2023-07-10 01:36:50,15.826812481032213,74.52442184170029,Sunt inventore commodi quibusdam. Totam facilis labore atque. Qui aperiam velit est maxime velit. Optio inventore illo maxime.,Gangavathi,Pavagada
548,CR/2010/2980,CS/1992/9008,2023-07-29,38,5,1,1,12,5,2,8,2023-07-29 07:13:30,2023-07-29 12:13:30,2023-07-29 12:13:30,12.8465291,77.6557496,Possimus soluta placeat numquam dignissimos quidem. Sint incidunt quam eos cumque hic eaque. Iste ipsum voluptates minus.,Ankola,Kunigal
549,CR/2010/8254,CS/2008/7238,2026-04-09,9,5,2,2,8,11,3,3,2026-04-08 11:04:17,2026-04-08 12:04:17,2026-04-09 12:04:17,12.8501871,77.6623188,"Quis eos sit quaerat aliquam amet corrupti odio. Adipisci expedita nostrum autem.
Quod perspiciatis eius libero ea sequi voluptates. Dolores repellat labore eius excepturi consequuntur quia.",Kushtagi,Moodabidri
550,CR/1985/7443,CS/1985/2998,2023-07-16,43,12,3,1,15,34,5,3,2023-07-15 14:46:41,2023-07-15 17:46:41,2023-07-16 15:46:41,12.2837275,76.6509509,Excepturi earum reprehenderit hic laborum. Vel beatae facere aspernatur dolorem aut. Cupiditate repudiandae voluptate dolorem quas. Ex sunt ullam commodi voluptas.,Honnavar,Malavalli
551,CR/1998/8209,CS/1995/9680,2025-05-02,7,18,2,3,14,30,3,6,2025-04-30 22:59:40,2025-05-01 02:59:40,2025-05-02 04:59:40,12.8678808,74.8474341,Nisi at aspernatur voluptatem sed eos delectus.,Mudhol,Anekal
552,CR/1979/6980,CS/1973/9523,2023-09-09,14,2,3,3,3,31,6,3,2023-09-07 17:05:52,2023-09-07 18:05:52,2023-09-09 15:05:52,12.9705877,77.6102984,"Sint aspernatur ratione facere perferendis vel. Id harum deleniti nam molestias.
Inventore nam non officiis nulla odit. Dignissimos ut expedita voluptate. Vero debitis voluptate ea quaerat.",Mudbidri,Tiptur
553,CR/1984/2677,CS/2013/5969,2024-12-05,17,3,2,2,14,47,4,9,2024-12-04 23:46:16,2024-12-05 02:46:16,2024-12-05 04:46:16,12.9201791,77.617652,Laboriosam impedit debitis. Ullam doloremque accusamus ullam voluptas. Fugiat inventore velit eveniet omnis repudiandae iure. Ut velit impedit ea nobis beatae cupiditate.,Srirangapatna,Bantwal
554,CR/1979/5307,CS/2007/5561,2024-07-27,35,1,3,3,14,48,4,5,2024-07-26 05:10:40,2024-07-26 10:10:40,2024-07-27 17:10:40,12.9815074,77.5948818,Voluptate deleniti molestias alias rerum sit repudiandae. Impedit sunt amet architecto hic perspiciatis.,Kushtagi,Puttur
555,CR/1985/1189,CS/1997/7242,2023-11-25,16,27,2,1,7,5,4,6,2023-11-24 14:40:07,2023-11-24 15:40:07,2023-11-25 00:40:07,12.5179238,76.8960042,"Nam provident ipsum officia. Earum fugiat occaecati sapiente earum. Inventore unde mollitia tempore quia cum.
Ut labore consectetur natus non ab in minus. Officiis sint fugit sint.",Mundgod,Nelamangala
556,CR/1978/7536,CS/1999/2458,2025-09-25,28,7,3,1,3,25,6,5,2025-09-24 06:12:38,2025-09-24 07:12:38,2025-09-25 11:12:38,12.9307518,77.5819073,Earum deserunt magnam nobis iste.,Hungund,Maddur
557,CR/2018/3648,CS/1973/7055,2024-12-08,18,5,3,1,3,31,3,5,2024-12-07 03:30:35,2024-12-07 07:30:35,2024-12-08 22:30:35,12.8466988,77.6561742,Sequi ipsam possimus perferendis voluptatem fugiat dignissimos.,Mudhol,Hukkeri
558,CR/2011/1060,CS/1990/4989,2025-01-19,32,16,3,3,5,35,2,10,2025-01-18 05:38:02,2025-01-18 10:38:02,2025-01-19 10:38:02,15.36088705758399,75.12795324591521,Qui consequuntur accusamus aliquid. Fugiat eius necessitatibus facere. Distinctio ab facilis id cumque. Velit tempore molestiae laboriosam.,Kumbalagodu,Hosakote
559,CR/2003/6930,CS/1980/7902,2023-08-09,45,5,2,1,9,68,5,2,2023-08-09 00:50:17,2023-08-09 03:50:17,2023-08-09 22:50:17,12.8420288,77.6623427,"Tempore voluptate enim ducimus quibusdam. Tempora quis fugiat accusamus voluptatibus.
Excepturi suscipit maiores.",Manvi,Athani
560,CR/2016/7248,CS/1992/9278,2025-01-11,14,8,2,3,11,23,5,8,2025-01-10 15:19:53,2025-01-10 17:19:53,2025-01-11 14:19:53,13.025352190872152,77.53789988977594,"Aut non ratione asperiores reiciendis. Adipisci ipsa consequuntur. Itaque eaque doloribus.
Fugiat voluptatibus maiores ratione. Non deserunt veritatis qui ipsa quae.",Mundgod,Nelamangala
561,CR/2015/1995,CS/2026/4757,2024-09-13,38,24,2,1,6,73,5,3,2024-09-11 13:56:46,2024-09-11 18:56:46,2024-09-13 10:56:46,15.137044441539805,76.92426048460541,Laboriosam laudantium ducimus consequuntur eligendi ut esse. Sequi accusamus enim asperiores error corrupti. Est vel sequi repellendus.,Hungund,Ramdurg
562,CR/1987/1247,CS/2010/7253,2024-06-06,41,8,1,3,8,11,3,8,2024-06-05 19:04:13,2024-06-05 20:04:13,2024-06-06 14:04:13,13.02404109718052,77.53804637582294,Distinctio tempore assumenda rerum. Sed in nobis sit nobis magnam voluptatem. Nobis doloribus velit dolore enim fuga.,Mundgod,Shikaripura
563,CR/1997/9002,CS/1984/6325,2025-03-01,37,3,1,2,6,53,6,6,2025-03-01 05:12:59,2025-03-01 10:12:59,2025-03-01 16:12:59,12.9176546,77.618117,Magnam nihil maxime nostrum dolore ea. Repellat culpa sequi sapiente aliquam amet deleniti. Odio explicabo minus delectus molestiae quia debitis.,Lingasugur,Anekal
564,CR/1986/4162,CS/2024/5202,2025-03-28,6,4,3,1,1,20,6,8,2025-03-26 14:49:19,2025-03-26 18:49:19,2025-03-28 12:49:19,12.965780179565492,77.7488348917735,"Provident nemo provident molestias. Eius excepturi omnis reiciendis.
Fugit molestias earum velit. Consequuntur vitae ab deleniti.",Hanur,Periyapatna
565,CR/1991/9277,CS/1975/6389,2024-07-29,34,26,3,2,12,12,3,7,2024-07-28 02:37:17,2024-07-28 04:37:17,2024-07-29 17:37:17,17.332989366659927,76.83754651708817,Suscipit minima blanditiis illo quisquam. Voluptatibus aut expedita fugiat quas iste. Repudiandae odit odit enim a. Vel nulla unde unde nam.,Mundgod,Mysuru
566,CR/2001/7857,CS/2018/6004,2026-04-10,24,20,2,1,5,13,1,9,2026-04-09 02:43:24,2026-04-09 05:43:24,2026-04-10 03:43:24,13.343642090616095,74.73971852497951,Ratione at at odit amet optio ex. Delectus qui itaque cumque ex. Alias iste aspernatur suscipit vitae cum.,Ankola,Kunigal
567,CR/1985/5970,CS/2012/2157,2026-07-04,2,20,2,1,15,55,2,10,2026-07-03 12:11:31,2026-07-03 14:11:31,2026-07-04 10:11:31,13.34403128691689,74.74425534844727,Facilis at vel ipsam. Dolor minus dolorum necessitatibus.,Mudhol,Madhugiri
568,CR/2010/3282,CS/2018/9264,2025-06-28,31,16,1,2,8,1,6,6,2025-06-26 16:17:46,2025-06-26 19:17:46,2025-06-28 12:17:46,15.368881021064167,75.11992773521189,Atque maiores corporis laborum ipsam. Architecto mollitia perferendis alias.,Jamkhandi,Soraba
569,CR/1985/1394,CS/1989/4207,2024-08-15,35,5,2,1,1,22,6,10,2024-08-15 10:58:36,2024-08-15 12:58:36,2024-08-15 12:58:36,12.8453344,77.659168,"Repudiandae rem ratione omnis. Animi ex distinctio quis laudantium qui numquam. Adipisci fugit quos possimus vel.
Molestias eius nulla eveniet officiis unde quasi neque. Eveniet culpa error et.",Jamkhandi,Saundatti
570,CR/2016/4432,CS/2005/4810,2024-06-17,31,4,3,3,10,4,3,9,2024-06-15 22:31:09,2024-06-16 03:31:09,2024-06-17 10:31:09,12.971802958984064,77.74599962686612,"Nam sit perspiciatis quidem eligendi vero. Iure consequatur debitis amet.
Atque fuga qui ipsam.
Vel odit odio. Sint accusantium voluptatem excepturi.",Kushalnagar,Yelahanka
571,CR/1999/2152,CS/1985/6963,2024-10-15,14,7,1,1,2,56,3,7,2024-10-15 00:02:23,2024-10-15 02:02:23,2024-10-15 15:02:23,12.9271698,77.5834846,Est autem sapiente aliquid. Saepe quam eum nesciunt vero quod. Totam molestias dignissimos error iste accusantium quae.,Basavakalyan,Sira
572,CR/1987/1308,CS/1991/2780,2026-06-25,45,2,1,3,1,64,4,7,2026-06-23 15:26:15,2026-06-23 17:26:15,2026-06-25 08:26:15,12.9718218,77.609933,"Ipsum occaecati id sequi accusantium quod. Deleniti quaerat molestias quasi aliquid ex.
Blanditiis voluptate odit delectus ducimus corporis dolore. Molestiae repellendus fugiat nihil fuga.",Somwarpet,Pandavapura
573,CR/1993/1198,CS/1988/5672,2025-05-22,20,24,3,1,14,70,5,2,2025-05-21 12:45:52,2025-05-21 17:45:52,2025-05-22 02:45:52,15.135488483267675,76.91706077466965,"Quibusdam nisi iste blanditiis sed dignissimos dignissimos. Ullam quaerat earum soluta accusamus.
Quisquam incidunt non eum hic adipisci pariatur. Facilis error ut fuga ducimus perferendis.",Ankola,Bantwal
574,CR/2009/7664,CS/1999/2726,2025-05-11,44,6,3,1,15,27,3,6,2025-05-09 11:57:32,2025-05-09 14:57:32,2025-05-11 04:57:32,13.0316574,77.5986269,Expedita veritatis itaque voluptas repellat ad architecto. Deserunt dolorem vitae ducimus ipsum quisquam.,Ilkal,Pavagada
575,CR/1998/3478,CS/2006/3020,2024-01-24,26,14,1,1,6,27,3,6,2024-01-23 00:03:27,2024-01-23 05:03:27,2024-01-24 21:03:27,15.825846154325408,74.51712205950884,Nostrum aliquid non officiis natus. Laboriosam officiis provident ut ipsa. Qui adipisci qui cum.,Kushtagi,Sullia
